分类1	分类2	cate-flag	食材名称	热量	碳水化合物	蛋白质	脂肪	归经	性	味
蔬菜类及制品	茄果、瓜菜类	043#309	面西胡瓜	10.00	0.80	0.00	1.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#310	小西胡瓜	22.00	0.70	0.00	4.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#311	冬瓜	12.00	0.40	0.20	2.60			
蔬菜类及制品	茄果、瓜菜类	043#312	飞碟瓜	18.00	1.00	0.10	4.40	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#313	黄金西葫芦	17.00	1.80	0.10	3.60	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#314	黄茎瓜	21.00	1.20	0.90	2.00	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#315	迷你黄瓜	14.00	1.00	0.20	2.50	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#316	秋黄瓜	14.00	0.90	0.20	2.50	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#317	南瓜(栗面)	36.00	1.40	0.10	8.80	肝,大肠	温	甘,酸
蔬菜类及制品	茄果、瓜菜类	043#318	丝瓜	21.00	1.00	0.20	4.20	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#319	大蒜(蒜头)	128.00	4.50	0.20	27.60	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#320	大蒜(脱水)	348.00	13.20	0.30	75.40			
蔬菜类及制品	葱蒜类	044#321	大蒜(紫皮)	139.00	5.20	0.20	29.60	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#322	青蒜	34.00	2.40	0.30	6.20	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#323	蒜黄	24.00	2.50	0.20	3.80	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#324	蒜苗	40.00	2.10	0.40	8.00	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#325	蒜薹	66.00	2.00	0.10	15.40	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#327	大葱(红皮)	49.00	2.40	0.10	10.20	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#328	分葱	34.00	2.20	0.70	5.10	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#329	小葱	27.00	1.60	0.40	4.90	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#330	大葱	33.00	1.70	0.30	6.50	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#331	细香葱	28.00	1.40	0.30	6.60	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#332	洋葱	40.00	1.10	0.20	9.00	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#333	洋葱(白皮，脱水)	342.00	5.50	0.40	81.90	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#334	洋葱(紫皮，脱水)	339.00	6.90	0.40	80.60	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#335	韭菜	29.00	2.40	0.40	4.60	肝,大肠	温	甘,酸
蔬菜类及制品	葱蒜类	044#340	薤白	124.00	3.40	0.40	27.10	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#437	慈菇	97.00	4.60	0.20	19.90	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#438	豆瓣菜	20.00	2.90	0.50	1.50	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#439	菱角(老)	101.00	4.50	0.10	21.40	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#440	蒲菜	14.00	1.20	0.10	2.40	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#441	水芹菜	13.00	1.40	0.20	1.80	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#442	茭白	26.00	1.20	0.20	5.90	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#443	荸荠	61.00	1.20	0.20	14.20	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#444	莼菜(瓶装)	21.00	1.40	0.10	3.80	肝,大肠	温	甘,酸
蔬菜类及制品	水生蔬菜类	046#445	莲藕	51.00	1.90	0.20	16.40	肝,大肠	温	甘,酸
菌藻类	藻类	052#593	发菜(干)(仙菜)	259.00	20.20	0.50	60.80	肝,大肠	温	甘,酸
菌藻类	藻类	052#594	海带(江白菜)	13.00	1.20	0.10	2.10	肝,大肠	温	甘,酸
菌藻类	藻类	052#595	海带(干)(江白菜，昆布)	90.00	1.80	0.10	23.40	肝,大肠	温	甘,酸
菌藻类	藻类	052#596	海带(浸)(江白菜，昆布)	16.00	1.10	0.10	3.00	肝,大肠	温	甘,酸
菌藻类	藻类	052#597	海冻菜(石花菜，冻菜)	314.00	5.40	0.10	72.90	肝,大肠	温	甘,酸
菌藻类	藻类	052#598	琼脂(紫菜胶洋粉)	311.00	1.10	0.20	76.30	肝,大肠	温	甘,酸
菌藻类	藻类	052#599	苔菜(干)(苔条，条浒苔)	167.00	19.00	0.40	26.30	肝,大肠	温	甘,酸
菌藻类	藻类	052#600	紫菜(干)	250.00	26.70	1.10	44.10	肝,大肠	温	甘,酸
菌藻类	藻类	052#601	螺旋藻(干)	360.00	64.70	3.10	18.20			
菌藻类	藻类	052#602	裙带菜(干)(海芥菜、海木耳)	200.00	25.00	1.70	41.50	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#604	苹果	54.00	0.20	0.20	13.50	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#605	伏苹果	48.00	0.50	0.10	11.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#606	国光苹果	56.00	0.30	0.30	13.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#607	旱苹果	34.00	0.40	0.20	8.40	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#608	红富士苹果	49.00	0.70	0.40	11.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#609	红香蕉苹果	51.00	0.40	0.20	12.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#610	红星苹果	58.00	0.40	0.10	14.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#611	红玉苹果	52.00	0.20	0.20	14.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#612	红元帅苹果	60.00	0.20	0.40	14.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#613	黄香蕉苹果	53.00	0.30	0.20	13.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#614	黄元帅苹果	59.00	0.20	0.30	14.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#615	金元帅苹果	53.00	0.20	0.10	13.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#616	青香蕉苹果	52.00	0.30	0.10	13.10	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#617	秋里蒙苹果	43.00	0.20	0.20	11.90	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#618	香玉苹果	62.00	0.50	0.10	15.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#619	印度苹果	54.00	0.60	0.20	14.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#620	祝光苹果	50.00	0.40	0.10	12.50	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#621	倭锦苹果	54.00	0.20	0.20	13.60	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#622	苹果(罐头)	41.00	0.20	0.20	10.30			
水果类及制品	仁果类	061#623	梨	50.00	0.40	0.20	13.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#624	巴梨	51.00	0.40	0.20	12.90	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#625	长把梨	62.00	0.80	0.80	14.90	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#626	冬果梨	46.00	0.40	0.20	12.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#627	鹅黄梨	41.00	0.30	0.10	10.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#628	红肖梨	36.00	0.20	0.00	10.50			
水果类及制品	仁果类	061#629	锦丰梨	51.00	0.20	0.10	13.90	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#630	京白梨	57.00	0.20	0.50	13.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#631	库尔勒梨	42.00	0.10	0.10	13.40			
水果类及制品	仁果类	061#632	莱阳梨	54.00	0.30	0.20	14.10			
水果类及制品	仁果类	061#633	马蹄黄梨	50.00	0.30	0.10	12.50	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#634	明月梨	54.00	0.30	0.20	13.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#635	木梨	32.00	0.40	0.10	8.20	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#636	苹果梨	53.00	0.20	0.10	13.90	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#637	软梨	32.00	0.40	0.20	11.70	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#638	苏梅梨	77.00	1.20	0.20	20.50			
水果类及制品	仁果类	061#639	苏木梨	53.00	0.60	0.30	13.10			
水果类及制品	仁果类	061#640	酥梨	45.00	0.30	0.10	11.40	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#641	酸梨	33.00	0.10	0.10	9.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#642	香梨	51.00	0.30	0.10	13.60	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#643	雪花梨	43.00	0.20	0.10	10.60	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#644	雪梨	79.00	0.90	0.10	20.20	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#645	鸭广梨	60.00	0.60	0.20	16.50	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#646	鸭梨	45.00	0.20	0.20	11.10	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#647	旱酥梨	50.00	0.20	0.20	13.60	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#648	紫酥梨	51.00	0.30	0.10	13.30	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#649	鳄梨	171.00	2.00	15.30	7.40	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#650	冬果梨(罐头)	56.00	0.30	0.00	15.90			
水果类及制品	仁果类	061#651	梨(糖水罐头)	36.00	0.50	0.20	8.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#652	红果	102.00	0.50	0.60	25.10	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#653	红果(干)	251.00	4.30	2.20	78.40	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#654	海棠果(揪子)	76.00	0.30	0.20	19.20	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#655	海棠(罐头)	56.00	0.50	0.20	13.60	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#656	沙果	70.00	0.40	0.10	17.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#657	吊蛋	65.00	0.80	0.40	16.80	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#658	面蛋	91.00	1.60	0.50	21.70			
水果类及制品	仁果类	061#659	酸刺	112.00	2.80	0.30	25.50	肝,大肠	温	甘,酸
水果类及制品	仁果类	061#660	蛇果	59.00	0.10	0.20	14.90	肝,大肠	温	甘,酸
水果类及制品	核果类	062#661	桃子	51.00	0.90	0.10	12.20	肝,大肠	温	甘,酸
水果类及制品	核果类	062#662	白粉桃	26.00	1.30	0.10	5.50	肝,大肠	温	甘,酸
水果类及制品	核果类	062#663	高山白桃	42.00	0.70	0.20	10.10	肝,大肠	温	甘,酸
水果类及制品	核果类	062#664	旱久保桃	48.00	0.90	0.10	11.30	肝,大肠	温	甘,酸
水果类及制品	核果类	062#665	黄桃	57.00	0.50	0.10	14.00	肝,大肠	温	甘,酸
水果类及制品	核果类	062#666	金红桃	28.00	0.70	0.10	6.60	肝,大肠	温	甘,酸
水果类及制品	核果类	062#667	久保桃	42.00	0.60	0.10	10.00	肝,大肠	温	甘,酸
水果类及制品	核果类	062#668	蒲桃	39.00	0.50	0.20	10.20	肝,大肠	温	甘,酸
水果类及制品	核果类	062#669	庆丰桃	42.00	0.60	0.10	10.10	肝,大肠	温	甘,酸
水果类及制品	核果类	062#670	晚桃(黄)	41.00	0.70	0.20	9.60	肝,大肠	温	甘,酸
水果类及制品	核果类	062#671	五月鲜桃	41.00	0.40	0.10	10.00	肝,大肠	温	甘,酸
水果类及制品	核果类	062#672	早桃(黄)	41.00	0.40	0.10	10.10	肝,大肠	温	甘,酸
水果类及制品	核果类	062#673	蜜桃	43.00	0.90	0.20	9.80	肝,大肠	温	甘,酸
水果类及制品	核果类	062#674	桃(糖水罐头)	60.00	0.30	0.20	14.50	肝,大肠	温	甘,酸
水果类及制品	核果类	062#675	李子	38.00	0.70	0.20	8.70	肝,大肠	温	甘,酸
水果类及制品	核果类	062#676	李子杏	37.00	1.00	0.10	8.60	肝,大肠	温	甘,酸
水果类及制品	核果类	062#677	梅(青梅)	35.00	0.90	0.90	6.20	肝,大肠	温	甘,酸
水果类及制品	核果类	062#678	杏子	38.00	0.90	0.10	9.10	肝,大肠	温	甘,酸
水果类及制品	核果类	062#679	杏(罐头)	40.00	0.60	0.20	9.70	肝,大肠	温	甘,酸
水果类及制品	核果类	062#680	杏干	338.00	2.70	0.40	83.20	肝,大肠	温	甘,酸
水果类及制品	核果类	062#681	布朗	44.00	0.60	0.20	10.70	肝,大肠	温	甘,酸
水果类及制品	核果类	062#682	西梅	42.00	0.70	0.10	10.30	肝,大肠	温	甘,酸
水果类及制品	核果类	062#683	枣(鲜)	125.00	1.10	0.30	30.50	肝,大肠	温	甘,酸
水果类及制品	核果类	062#685	大枣(干)	317.00	2.10	0.40	81.10	肝,大肠	温	甘,酸
水果类及制品	核果类	062#686	金丝小枣	308.00	1.20	1.10	76.70	肝,大肠	温	甘,酸
水果类及制品	核果类	062#687	乐陵枣	233.00	3.30	0.60	57.90	肝,大肠	温	甘,酸
水果类及制品	核果类	062#688	密云小枣	229.00	3.90	0.80	55.20	肝,大肠	温	甘,酸
水果类及制品	核果类	062#689	黑枣(无核)	234.00	1.70	0.30	57.30	肝,大肠	温	甘,酸
水果类及制品	核果类	062#690	黑枣(有核)	247.00	3.70	0.50	61.40	肝,大肠	温	甘,酸
水果类及制品	核果类	062#691	酒枣	148.00	1.60	0.20	35.70	肝,大肠	温	甘,酸
水果类及制品	核果类	062#692	蜜枣	335.00	1.30	0.20	84.80	肝,大肠	温	甘,酸
水果类及制品	核果类	062#693	冬枣	113.00	1.80	0.20	27.80			
水果类及制品	核果类	062#694	小枣(干)	275.00	2.70	0.70	66.80	肝,大肠	温	甘,酸
水果类及制品	核果类	062#695	酸枣	300.00	3.50	1.50	73.30	肝,大肠	温	甘,酸
水果类及制品	核果类	062#696	樱桃	46.00	1.10	0.20	10.20	肝,大肠	温	甘,酸
水果类及制品	核果类	062#697	樱桃(野，白刺)	304.00	11.40	3.90	59.80	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#698	葡萄	44.00	0.50	0.20	10.30	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#699	红玫瑰葡萄	42.00	0.40	0.20	10.70	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#700	巨峰葡萄	51.00	0.40	0.20	12.00	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#701	马奶子葡萄	41.00	0.50	0.40	9.10	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#702	玫瑰香葡萄	52.00	0.40	0.40	12.10	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#703	紫葡萄	45.00	0.70	0.30	10.30	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#704	葡萄干	344.00	2.50	0.40	83.40	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#705	石榴	73.00	1.40	0.20	18.70	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#706	红粉皮石榴	74.00	1.30	0.10	19.40	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#707	玛瑙石榴	72.00	1.60	0.20	18.40	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#708	青皮石榴	71.00	1.20	0.20	18.50	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#709	柿子	74.00	0.40	0.10	18.50	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#710	荷柿	65.00	0.60	0.20	17.10			
水果类及制品	浆果类	063#711	磨盘柿	79.00	0.70	0.10	19.60	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#712	柿饼	255.00	1.80	0.20	62.80	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#713	桑椹	57.00	1.70	0.40	13.80	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#714	桑椹(白)	60.00	1.80	0.30	14.90	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#715	桑椹(红)	55.00	1.60	0.40	12.90	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#716	桑椹(干)	298.00	21.10	6.10	54.20	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#717	醋栗	46.00	0.90	0.60	10.20	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#718	黑醋栗	66.00	1.40	0.40	15.40	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#719	沙棘	120.00	0.90	1.80	25.50	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#720	无花果	65.00	1.50	0.10	16.00	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#721	猕猴桃	61.00	0.80	0.60	14.50	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#722	草莓	32.00	1.00	0.20	7.10	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#723	红提子葡萄	54.00	0.40	0.20	13.10	肝,大肠	温	甘,酸
水果类及制品	浆果类	063#724	无花果(干)	338.00	3.60	4.30	77.80	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#725	橙子	48.00	0.80	0.20	11.10	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#726	橘[桔子]	51.00	0.70	0.20	11.90	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#727	福橘[桔子]	46.00	1.00	0.20	10.30	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#728	橘柑子(宽皮桂)	44.00	0.80	0.10	10.20	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#729	金橘(金枣)	58.00	1.00	0.20	13.70	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#730	芦柑	44.00	0.60	0.20	10.30	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#731	蜜橘	45.00	0.80	0.40	10.30	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#732	三湖红橘[桔子]	43.00	0.80	0.30	10.00			
水果类及制品	柑橘类	064#733	四川红橘[桔子]	42.00	0.70	0.10	9.80	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#734	小叶橘[桔子]	328.00	1.10	0.20	80.80	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#735	早橘[桔子]	57.00	1.20	0.20	12.60	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#736	橘饼	371.00	0.60	0.40	92.90	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#737	柚子	42.00	0.80	0.20	9.50	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#738	柠檬	37.00	1.10	1.20	6.20	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#739	葡萄柚(台湾)(西柚)	34.00	0.70	0.30	7.80	肝,大肠	温	甘,酸
水果类及制品	柑橘类	064#740	葡萄柚(以色列)(西柚)	40.00	0.70	0.10	10.00	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#741	芭蕉(甘蕉,板蕉,芽蕉)	115.00	1.20	0.10	28.90	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#742	菠萝(凤梨)	44.00	0.50	0.10	10.80	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#743	菠萝蜜(木菠萝)	105.00	0.20	0.30	25.70	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#744	刺梨(茨梨，木梨子)	63.00	0.70	0.10	16.90	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#745	番石榴	53.00	1.10	0.40	14.20	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#746	桂圆	71.00	1.20	0.10	16.60	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#747	桂圆肉(干)	317.00	4.60	1.00	73.50	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#748	黄皮果	39.00	1.60	0.20	9.90	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#749	荔枝	71.00	0.90	0.20	16.60	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#750	芒果	35.00	0.60	0.20	8.30	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#751	人参果	87.00	0.60	0.70	21.20	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#752	香蕉	93.00	1.40	0.20	22.00	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#753	杨梅	30.00	0.80	0.20	6.70	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#754	杨桃	31.00	0.60	0.20	7.40	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#755	椰子	241.00	4.00	12.10	31.30	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#756	枇杷	41.00	0.80	0.20	9.30	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#757	橄榄(白榄)	57.00	0.80	0.20	15.10	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#758	余甘子(油甘子)	45.00	0.30	0.10	12.40	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#759	桂圆(干)	319.00	5.60	0.20	76.20	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#760	红毛丹	82.00	1.00	1.20	17.50	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#761	火龙果	55.00	1.10	0.20	13.30	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#762	荔枝(干)	328.00	4.50	1.20	77.40	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#763	榴莲	150.00	2.60	3.30	28.30	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#764	芒果(大头)	55.00	0.50	0.10	12.90	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#765	木瓜	29.00	0.40	0.10	7.00	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#766	酸木瓜	47.00	0.30	0.20	11.10	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#767	蒲桃	43.00	0.60	0.00	10.10	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#768	山竹	72.00	0.40	0.20	18.00	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#769	香蕉(红皮，海南)	86.00	1.10	0.20	20.80	肝,大肠	温	甘,酸
水果类及制品	热带、亚热带水果	065#770	香蕉(红皮，泰国)	81.00	1.10	0.20	19.70	肝,大肠	温	甘,酸
水果类及制品	瓜果类	066#772	白兰瓜	23.00	0.60	0.10	5.30			
